Título,Assuntos,Área do Conhecimento,Empresa,Município,País Instituição (ões) no Exterior,Pesquisador Responsável,Pesquisador responsável no exterior,Pesquisadores Principais (Atuais),Pesquisadores Principais (Últimos),Pesquisadores Principais (Anteriores),Pesquisadores Associados,Resumo (Português)
"Desenvolvimento e comercialização de um teste de ácido nucléico simples, rápido e de baixo custo para diagnóstico da Hepatite C Viral (HCV)",Diagnóstico:Testes genéticos:Vírus da hepatite C:Hepatite B:Tecnologia de baixo custo,Saúde Coletiva,Dentillo e Gavio Identificação e Quantificação Molecular Ltda. - ME,Ribeirão Preto,Canadá,Daniel Blasioli Dentillo,Daniel Mamelak,Não Informado,Dante Gavio,Dante Gavio,Regina Célia Moreira,"Os vírus da hepatite B e o da hepatite C (HBV e HCV, respectivamente) são as principais causas de doenças hepáticas agudas e crônicas, as quais causam 1,4 milhões de mortes por ano. Os tratamentos antivirais podem prevenir a maioria das mortes relacionadas a essas doenças. No entanto, o acesso aos testes e ao tratamento é limitado, especialmente nos países de renda média e baixa devido aos altos custos de medicamentos e ao diagnóstico. A Estratégia Global do Setor de Saúde da OMS detectou a necessidade recente de eliminar a hepatite viral, que é uma ameaça à saúde pública, até 2030, e espera reduzir as novas infecções em até 90% e a mortalidade em 65%. A vacinação, os testes, o monitoramento e o tratamento são necessários para alcançar esse objetivo. DASL, método de detecção e quantificação simples, rápida e de baixo custo para infecções por VHB e HCV usando DBS, permitiria alcançar esse objetivo no LMIC.DASL é uma tecnologia nova de amplificação isotérmica de DNA / RNA que pode detectar quantidades de traço de ácido nucleico a partir de microrganismos patogênicos. Até hoje, o DASL tem sido empregado com sucesso em vários ensaios de prova de conceito para detectar com sucesso o vírus Zika na urina humana, o HIV-1 em sangue humano e Listeria e Salmonella em certos produtos alimentares. Esses esforços validaram o uso de DASL como um método de teste de diagnóstico de baixo custo, e fácil de usar. Nos últimos 10 a 15 anos, os testes que detectam RNA / DNA de organismos patogênicos demonstraram oferecer maior desempenho, precisão e menos falsos-positivos que os imunoensaios tradicionais e os ensaios baseados em cultura celular. Além disso, os testes de ácido nucleico (NAT) são geralmente mais baratos para serem executados e têm um tempo de resposta mais rápido. A empresa DGLab, em Ribeirão Preto, São Paulo, Brasil, tem se especializado no desenvolvimento de ensaios de diagnóstico usando métodos baseados em PCR, e recentemente desenvolveu um teste para detectar HBV em pequenas amostras de sangue. DGLab é parceira do Instituto Adolfo Lutz (IAL), vinculado à Secretaria de Saúde do Estado de São Paulo. Agora, DGLab e Custom Biologics estabeleceram um interesse mútuo em co-desenvolverem e comercializarem o teste DASL, patenteado, para detectar e quantificar o HCV em amostras de sangue coletadas em papel filtro (DBS), implementando-o ao associar-se ao IAL para diagnosticar e monitorar a infecção pelo HCV em todo o Brasil. O objetivo deste projeto é desenvolver um teste de ácido nucleico rápido, fácil de usar e econômico para HCV no plasma e em DBS. Este teste seria ideal para ocorrer em instalações laboratoriais com infraestrutura limitada. O teste DASL HCV, nesse cenário, seria algo muito útil por ser fácil de executar e não exige técnicos qualificados ou equipamentos de laboratório caros para ser realizado. (AU)"
